,Unnamed: 0,posted,neighborhood,post title,number bedrooms,sqft,URL,price,latlon,y,x
78,78,2022-05-25 11:43, (Culver City),"In-Home Security Systems, Stone Countertops, Large Patios/Decks",3.0,1023.0,https://losangeles.craigslist.org/wst/apa/d/culver-city-in-home-security-systems/7486543878.html,"5,499","['34.016800', '-118.397300']",34.016800,-118.397300
79,79,2022-05-25 11:34, (West LA),"4 Bedroom Gorgeous top/floor loft style, available now",4.0,1400.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-bedroom-gorgeous-top-floor/7488223126.html,"5,995","['34.044609', '-118.445312']",34.044609,-118.445312
80,80,2022-05-25 11:33, (Torrance),🎈2 WEEKS FREE!! 🎈 2X2 Bright & Spacious - Torrance/Southbay -,2.0,968.0,https://losangeles.craigslist.org/wst/apa/d/torrance-weeks-free-2x2-bright-spacious/7486105477.html,"2,695","['33.842915', '-118.346285']",33.842915,-118.346285
81,81,2022-05-25 11:33, (Fontana),Look at this - GORGEOUS 3 Bed - Text Mia to Pre-Qualify,3.0,1440.0,https://losangeles.craigslist.org/wst/apa/d/fontana-look-at-this-gorgeous-bed-text/7482353827.html,"2,890","['34.079400', '-117.455100']",34.079400,-117.455100
82,82,2022-05-25 11:31," (4600 Vía Marina, Marina del Rey, CA)","Cathedral ceilings on top floor units, Library, Online rent payments",2.0,1182.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-cathedral-ceilings-on/7487348143.html,"3,967","['33.977900', '-118.452500']",33.977900,-118.452500
83,83,2022-05-25 11:29, (Los Angeles),Village Lofts Unit 303,3.0,1005.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-village-lofts-unit-303/7488220505.html,"6,500","['34.065129', '-118.451059']",34.065129,-118.451059
84,84,2022-05-25 11:29, (Torrance),STUDIO  w/Pool/Laundry/Parking/BBQ/ by shops/freeways,,,https://losangeles.craigslist.org/wst/apa/d/studio-pool-laundry-parking-bbq-by/7479018495.html,"1,479","['33.826800', '-118.311800']",33.826800,-118.311800
85,85,2022-05-25 11:29," (3740 Keystone Ave, Los Angeles, CA)","Community Courtyard, On-Site Maintenance, 360 Degree views from Roof",2.0,1000.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-community-courtyard-on-site/7479964705.html,"3,380","['34.029000', '-118.400500']",34.029000,-118.400500
86,86,2022-05-25 11:29, (Torrance),STUDIO  w/Pool/Laundry/Parking/BBQ/ by shops/freeways,,,https://losangeles.craigslist.org/wst/apa/d/studio-pool-laundry-parking-bbq-by/7479019183.html,"1,479","['33.826800', '-118.311800']",33.826800,-118.311800
87,87,2022-05-25 11:27, (Hawthorne),1 Bedroom,1.0,,https://losangeles.craigslist.org/wst/apa/d/hawthorne-bedroom/7488219343.html,,"['33.914300', '-118.349300']",33.914300,-118.349300
88,88,2022-05-25 11:23, (West Los Angeles),"Light, Bright and Airy Loft with Garage Parking",4.0,1400.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-light-bright-and-airy-loft/7477827287.html,"5,995","['34.045457', '-118.446039']",34.045457,-118.446039
89,89,2022-05-25 11:21," (233 South Barrington Avenue, Los Angeles, CA)","Plank wood flooring, Rose granite counters, Mirrored closets, Patio",1.0,800.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-plank-wood-flooring-rose/7488216350.html,"3,223","['34.066000', '-118.474000']",34.066000,-118.474000
90,90,2022-05-25 11:21, (los angeles),Georgous Studio 1 Bath,,,https://losangeles.craigslist.org/wst/apa/d/los-angeles-georgous-studio-bath/7488216281.html,"1,250","['34.074788', '-118.270882']",34.074788,-118.270882
91,91,2022-05-25 11:21, (Playa Del Rey),ROOM FOR RENT IN PLAYA DEL REY.  minutes from the beach,1.0,400.0,https://losangeles.craigslist.org/wst/apa/d/playa-del-rey-room-for-rent-in-playa/7488216103.html,"1,225","['33.949000', '-118.445000']",33.949000,-118.445000
92,92,2022-05-25 11:21, (westside-southbay-310),"Off Street Parking, Disposal, Refrigerator",2.0,,https://losangeles.craigslist.org/wst/apa/d/los-angeles-off-street-parking-disposal/7488216047.html,"3,495","['34.066000', '-118.474000']",34.066000,-118.474000
93,93,2022-05-25 11:20," (3767 Clarington Ave, Los Angeles, CA)","Gas Range, Wi-Fi Lounge, On-Site Maintenance",,625.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-gas-range-wi-fi-lounge-on/7487346637.html,"2,475","['34.029000', '-118.400500']",34.029000,-118.400500
94,94,2022-05-25 11:19," (1502 Broadway, Santa Monica, CA)","Spacious Open 1x1, Parking, Balcony, In Unit Laundry",1.0,625.0,https://losangeles.craigslist.org/wst/apa/d/santa-monica-spacious-open-1x1-parking/7486557740.html,"3,599","['34.026800', '-118.473300']",34.026800,-118.473300
95,95,2022-05-25 11:19," (West Los Angeles, Brentwood, WLA, Santa Monica, Century City)","Top Corner Modern Spacious W/D in, Parking, A/C..New.....  34",2.0,1300.0,https://losangeles.craigslist.org/wst/apa/d/santa-monica-top-corner-modern-spacious/7488215070.html,"3,400","['34.038791', '-118.462830']",34.038791,-118.462830
96,96,2022-05-25 11:18, (Lawndale),Newly Renovated Duplex For rent. See pictures!,1.0,1000.0,https://losangeles.craigslist.org/wst/apa/d/lawndale-newly-renovated-duplex-for/7488214872.html,"1,700","['33.896200', '-118.352100']",33.896200,-118.352100
97,97,2022-05-25 11:18, (Westwood),"Luxurious and Spacious Living in 1-Bed, 1 Bath - Online Tour!",1.0,1189.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-luxurious-and-spacious/7485307156.html,"6,045","['34.060809', '-118.435812']",34.060809,-118.435812
98,98,2022-05-25 11:18, (Compton),JASMINE GARDEN PROJECT BASED SECTION 8,3.0,802.0,https://losangeles.craigslist.org/wst/apa/d/compton-jasmine-garden-project-based/7488214734.html,"2,462","['33.874800', '-118.240200']",33.874800,-118.240200
99,99,2022-05-25 11:17," (840 Larrabee Street, West Hollywood, CA)","Gated property access, Elevator access, Steps to public transportation",1.0,720.0,https://losangeles.craigslist.org/wst/apa/d/west-hollywood-gated-property-access/7483871370.html,"2,852","['34.090600', '-118.378800']",34.090600,-118.378800
100,100,2022-05-25 11:17, (Westwood),Luxurious and Spacious Living in 1-Bed 1 Bath,1.0,1189.0,https://losangeles.craigslist.org/wst/apa/d/los-angeles-luxurious-and-spacious/7478985366.html,"6,045","['34.060809', '-118.435812']",34.060809,-118.435812
