,posted,neighborhood,post title,number bedrooms,sqft,URL,price
0,2022-05-22 09:49, (Van Nuys),❖ Nice Studio in Van Nuys *Full Kitchen *2 Closet Space *AC *Pool ❖,,425.0,https://losangeles.craigslist.org/sfv/apa/d/van-nuys-nice-studio-in-van-nuys-full/7486904059.html,"1,575"
1,2022-05-22 09:49, (North Hollywood),Renovated Studio in NoHo +Full Kitchen +Plank Flrs +Modern Amenities,,500.0,https://losangeles.craigslist.org/sfv/apa/d/toluca-lake-renovated-studio-in-noho/7486903910.html,"1,795"
2,2022-05-22 09:49, (Northridge),2+2 in Northridge +SS Appliances +Quartz Counters +Fitness Center,2,945.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-22-in-northridge-ss/7486903708.html,"2,750"
3,2022-05-22 09:48, (Glendale),Glendale Newly Renovated 2+1 with SS Appliances + Quartz Countertops,2,875.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-glendale-newly-renovated-21/7486903565.html,"2,450"
4,2022-05-22 09:47, (Toluca Lake),LIVE IN BEAUTIFUL TOLUCA LAKE-SPACIOUS 1+1 & LOFT FACING NORTH🎞📽,1,847.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-live-in-beautiful/7486902917.html,"3,455"
5,2022-05-22 09:45, (Northridge Adjacent/Reseda),Studio in Reseda | Refrigerator | Swimming Pool | Hardwood Flooring,,460.0,https://losangeles.craigslist.org/sfv/apa/d/reseda-studio-in-reseda-refrigerator/7486902128.html,"1,600"
6,2022-05-22 09:44, (North Hills 91343),2 Bedroom 2 Bath in North Hills || Ceiling Fan || One Month Free!,2,1100.0,https://losangeles.craigslist.org/sfv/apa/d/north-hills-bedroom-bath-in-north-hills/7486901963.html,"2,250"
7,2022-05-22 09:44, (Toluca Lake),❤FALL IN LOVE WITH YOUR NEW SPACIOUS 1 BED/BATH❤,1,710.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-fall-in-love-with-your/7486901573.html,"2,690"
8,2022-05-22 09:43, (Sherman Oaks Adjacent),"Lots of Closet Space, Swimming Pool, 3 Bedroom 3 Bath in Studio City",3,1700.0,https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-lots-of-closet-space/7486901479.html,"3,595"
9,2022-05-22 09:43, (Burbank 91501),Laminate Hardwood Flooring | SS Appliances | 2+2 in Burbank,2,,https://losangeles.craigslist.org/sfv/apa/d/burbank-laminate-hardwood-flooring-ss/7486901351.html,"2,890"
10,2022-05-22 09:43, (san fernando valley),"2+2 in Amazing North Hills + Large Closets, Pool, Air Conditioning",2,825.0,https://losangeles.craigslist.org/sfv/apa/d/los-angeles-22-in-amazing-north-hills/7486901214.html,"1,995"
11,2022-05-22 09:42, (Encino),Newly built 2 bed 2 bath upstairs unit with balcony!,2,1100.0,https://losangeles.craigslist.org/sfv/apa/d/encino-newly-built-bed-bath-upstairs/7476861400.html,"3,250"
12,2022-05-22 09:42," (Encino, CA)",Newly Remodeled 3 bed 2 bath open concept!,3,2000.0,https://losangeles.craigslist.org/sfv/apa/d/encino-newly-remodeled-bed-bath-open/7476861424.html,"4,500"
13,2022-05-22 09:42, (Northridge/Near CSUN),Junior 1 Bedroom in Northridge * SS Appliances * Wood Style Floors,1,600.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-junior-bedroom-in-northridge/7486900812.html,"1,725"
14,2022-05-22 09:41, (Encino),2 Bedroom in Encino * Fitness Center * SS Appliances * W/D in Unit,2,1050.0,https://losangeles.craigslist.org/sfv/apa/d/encino-bedroom-in-encino-fitness-center/7486900626.html,"2,995"
15,2022-05-22 09:41, (GLENDALE),"*************GORGEOUS HOUSE, NEW BUILT, CENTRAL AC, WASHER DRYER *****",3,1200.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-gorgeous-house-new-built/7486094121.html,"3,695"
16,2022-05-22 09:41, (GLENDALE),"*************GORGEOUS HOUSE, NEW BUILT, CENTRAL AC, WASHER DRYER *****",3,1200.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-gorgeous-house-new-built/7486094819.html,"3,695"
17,2022-05-22 09:41, (GLENDALE),"*************GORGEOUS HOUSE, NEW BUILT, CENTRAL AC, WASHER DRYER *****",3,1200.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-gorgeous-house-new-built/7486095169.html,"3,695"
18,2022-05-22 09:40," (17171 West Roscoe Boulevard, Los Angeles, CA)",Pool View Patio! Plank and other Upgrades- Must See! Incl. Parking!,1,650.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-pool-view-patio-plank-and/7480841577.html,"2,265"
19,2022-05-22 09:40, (GLENDALE),"*************GORGEOUS HOUSE, NEW BUILT, CENTRAL AC, WASHER DRYER *****",3,1200.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-gorgeous-house-new-built/7486095463.html,"3,695"
20,2022-05-22 09:40," (22219 Summit Vue Lane, Woodland Hills, CA)","Main Pool Heated All Year, Circuit Training Course, Natural Skylight",2,1117.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-main-pool-heated-all/7482060807.html,"3,258"
21,2022-05-22 09:38, (san fernando valley),"Guest Parking, Outdoor Fireplaces, Two Cyber Lounges",1,,https://losangeles.craigslist.org/sfv/apa/d/van-nuys-guest-parking-outdoor/7486899206.html,"2,515"
22,2022-05-22 09:37, (North Hollywood),5409 Radford Ave/Two bedrooms + Den+ 2 baths/Very spacious unit,2,,https://losangeles.craigslist.org/sfv/apa/d/valley-village-5409-radford-ave-two/7481996141.html,"2,595"
23,2022-05-22 09:37, (North Hollywood),2 Bedroom in North Hollywood - Patio/Balcony - Ceiling Fan - A/C,2,950.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-bedroom-in-north/7486898681.html,"2,050"
24,2022-05-22 09:36," (18414 W. Jakes Way, Canyon Country, CA)","Picnic Areas, Lush Landscaping, Dishwasher",2,860.0,https://losangeles.craigslist.org/sfv/apa/d/canyon-country-picnic-areas-lush/7478333046.html,"2,669"
25,2022-05-22 09:36, (Woodland Hills),The True Meaning of Luxury and Convenience.,3,1531.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-the-true-meaning-of/7486898267.html,"3,915"
26,2022-05-22 09:35, (South of Ventura Boulevard),Beautiful 1 Bedroom+Den in Sherman Oaks + Shimmering Pool + Quartz,1,975.0,https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-beautiful-bedroomden-in/7486897693.html,"2,395"
27,2022-05-22 09:32," (21041 Parthenia Street, Los Angeles, CA)",WELCOME HOME TO PERIGEE APARTMENTS! 2 BEDROOM AVAILABLE NOW!,2,945.0,https://losangeles.craigslist.org/sfv/apa/d/canoga-park-welcome-home-to-perigee/7476713841.html,"2,445"
28,2022-05-22 09:32, (Canoga Park / Warner Center),1 Bedroom 1 BA in Canoga Park ^ Ceiling Fan ^ Wood Style Flooring,1,700.0,https://losangeles.craigslist.org/sfv/apa/d/canoga-park-bedroom-ba-in-canoga-park/7486889759.html,"1,750"
29,2022-05-22 09:31, (san fernando valley),"Spacious Kitchen Pantry, Cable Ready, Three Relaxing Pools and Spas",2,1037.0,https://losangeles.craigslist.org/sfv/apa/d/canyon-country-spacious-kitchen-pantry/7477975533.html,"2,265"
30,2022-05-22 09:30, (Woodland Hills),"Half-court basketball, Fenced dog run area",2,1132.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-half-court-basketball/7486895917.html,"3,318"
31,2022-05-22 09:28, (Studio city),Condominium in Studio City,2,1000.0,https://losangeles.craigslist.org/sfv/apa/d/studio-city-condominium-in-studio-city/7486894978.html,"2,800"
32,2022-05-22 09:28, (woodland hills),2 Bed 2 Bath w/ Washer and Dryer,2,1026.0,https://losangeles.craigslist.org/sfv/apa/d/canoga-park-bed-bath-washer-and-dryer/7479571560.html,"3,178"
33,2022-05-22 09:28, (studio city),Studio City-no pets-1 bdrm 1 bth //no pets,1,1000.0,https://losangeles.craigslist.org/sfv/apa/d/studio-city-studio-city-no-pets-bdrm/7480092090.html,"1,835"
